Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2000,11/4/2008,November,2008,45,Gordon Commons,3577,889,,NA,0.250000,NA,1887,,NA,0.530000,NA,2241,NA,0.630000,193
2000,11/4/2008,November,2008,46,Memorial Library,3595,891,,NA,0.250000,NA,1800,,NA,0.500000,NA,2023,NA,0.560000,194
2000,11/4/2008,November,2008,47,Memorial Union,2191,0,,NA,0,NA,1100,,NA,0.500000,NA,1352,NA,0.620000,195
2000,11/4/2008,November,2008,48,Porchlight,3019,845,,NA,0.280000,NA,1758,,NA,0.580000,NA,2004,NA,0.660000,196
2000,11/4/2008,November,2008,49,Brittingham,1252,440,,NA,0.350000,NA,0,,NA,0,NA,882,NA,0.700000,197
2000,11/4/2008,November,2008,50,St James,3408,1110,,NA,0.330000,NA,2108,,NA,0.620000,NA,2444,NA,0.720000,198
2000,11/4/2008,November,2008,51,Trinity UMC,1214,662,,NA,0.550000,NA,878,,NA,0.720000,NA,1039,NA,0.860000,199
2000,11/4/2008,November,2008,52,Bjarne Romnes,2118,0,,NA,0,NA,0,,NA,0,NA,1696,NA,0.800000,200
2000,11/4/2008,November,2008,53,Boys & Girls,714,249,,NA,0.350000,NA,400,,NA,0.560000,NA,589,NA,0.820000,201
2000,11/4/2008,November,2008,54,Bridge-Lake,1209,488,,NA,0.400000,NA,832,,NA,0.690000,NA,1035,NA,0.860000,202
2000,11/4/2008,November,2008,55,MPD South,120,326,,NA,2.720000,NA,0,,NA,0,NA,100,NA,0.830000,203
2000,11/4/2008,November,2008,56,MPD South,1424,326,,NA,0.230000,NA,1157,,NA,0.810000,NA,1314,NA,0.920000,204
2000,11/4/2008,November,2008,56,Nghbrhd Interv,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,205
2000,11/4/2008,November,2008,57,#6 Fire Stn,742,212,,NA,0.290000,NA,409,,NA,0.550000,NA,573,NA,0.770000,206
2000,11/4/2008,November,2008,58,Leopold,598,206,,NA,0.340000,NA,335,,NA,0.560000,NA,435,NA,0.730000,207
2000,11/4/2008,November,2008,59,Leopold,1310,810,,NA,0.620000,NA,942,,NA,0.720000,NA,1159,NA,0.880000,208
2000,11/4/2008,November,2008,60,1st Congregatnl,788,110,,NA,0.140000,NA,1825,,NA,2.320000,NA,521,NA,0.660000,209
2000,11/4/2008,November,2008,61,1st Congregatnl,3194,875,,NA,0.270000,NA,412,,NA,0.130000,NA,2300,NA,0.720000,210
2000,11/4/2008,November,2008,62,Holt Commons,1780,617,,NA,0.350000,NA,978,,NA,0.550000,NA,1076,NA,0.600000,211
2000,11/4/2008,November,2008,63,Eagle Hts,806,301,,NA,0.370000,NA,433,,NA,0.540000,NA,541,NA,0.670000,212
2000,11/4/2008,November,2008,64,West High,2365,690,,NA,0.290000,NA,1195,,NA,0.510000,NA,1725,NA,0.730000,213
2000,11/4/2008,November,2008,65,Blessed Sacrament,1805,0,,NA,0,NA,0,,NA,0,NA,1492,NA,0.830000,214
2000,11/4/2008,November,2008,66,Dudgeon,2016,732,,NA,0.360000,NA,0,,NA,0,NA,1740,NA,0.860000,215
2000,11/4/2008,November,2008,67,Thoreau,2659,1090,,NA,0.410000,NA,0,,NA,0,NA,2219,NA,0.830000,216
2000,11/4/2008,November,2008,68,Head Start,1022,329,,NA,0.320000,NA,525,,NA,0.510000,NA,801,NA,0.780000,217
2000,11/4/2008,November,2008,69,Midvale,1711,859,,NA,0.500000,NA,0,,NA,0,NA,1497,NA,0.870000,218
2000,11/4/2008,November,2008,70,Hoyt,2025,1174,,NA,0.580000,NA,1466,,NA,0.720000,NA,1687,NA,0.830000,219
2000,11/4/2008,November,2008,71,Hoyt,1183,0,,NA,0,NA,725,,NA,0.610000,NA,922,NA,0.780000,220
2000,11/4/2008,November,2008,72,Van Hise,1673,805,,NA,0.480000,NA,1261,,NA,0.750000,NA,1423,NA,0.850000,221
2000,11/4/2008,November,2008,73,Hill Farm,1698,689,,NA,0.410000,NA,1174,,NA,0.690000,NA,1601,NA,0.940000,222
2000,11/4/2008,November,2008,74,Spring Harbor,2179,829,,NA,0.380000,NA,1473,,NA,0.680000,NA,1809,NA,0.830000,223
2000,11/4/2008,November,2008,75,Crestwood,2619,1148,,NA,0.440000,NA,1968,,NA,0.750000,NA,2235,NA,0.850000,224
2000,11/4/2008,November,2008,76,Stephens,1218,477,,NA,0.390000,NA,862,,NA,0.710000,NA,1040,NA,0.850000,225
2000,11/4/2008,November,2008,77,Stephens,839,236,,NA,0.280000,NA,538,,NA,0.640000,NA,677,NA,0.810000,226
2000,11/4/2008,November,2008,78,Muir,1631,700,,NA,0.430000,NA,0,,NA,0,NA,1411,NA,0.870000,227
2000,11/4/2008,November,2008,79,Jefferson,1045,485,,NA,0.460000,NA,1135,,NA,1.570000,NA,922,NA,0.880000,228
2000,11/4/2008,November,2008,80,Jefferson,908,0,,NA,0,NA,0,,NA,0,NA,650,NA,0.720000,229
2000,11/4/2008,November,2008,81,High Point,1979,704,,NA,0.360000,NA,1377,,NA,0.700000,NA,1709,NA,0.860000,230
2000,11/4/2008,November,2008,82,Alicia Ashman,2172,998,,NA,0.460000,NA,1500,,NA,0.690000,NA,1847,NA,0.850000,231
2000,11/4/2008,November,2008,83,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,232
2000,11/4/2008,November,2008,83,The Jefferson,3018,716,,NA,0.240000,NA,0,,NA,0,NA,2781,NA,0.920000,233
2000,11/4/2008,November,2008,84,Odana Hills,1261,0,,NA,0,NA,941,,NA,0.750000,NA,1085,NA,0.860000,234
2000,11/4/2008,November,2008,85,MG&E Innovation,1552,698,,NA,0.450000,NA,0,,NA,0,NA,1336,NA,0.860000,235
2000,11/4/2008,November,2008,86,Toki,2227,928,,NA,0.420000,NA,0,,NA,0,NA,1929,NA,0.870000,236
2000,11/4/2008,November,2008,87,Good Shepherd,1882,764,,NA,0.410000,NA,1297,,NA,0.690000,NA,1640,NA,0.870000,237
2000,11/4/2008,November,2008,88,Good Shepherd,621,187,,NA,0.300000,NA,565,,NA,0.910000,NA,519,NA,0.840000,238
2000,11/4/2008,November,2008,89,Huegel,792,0,,NA,0,NA,0,,NA,0,NA,710,NA,0.900000,239
2000,11/4/2008,November,2008,90,Heritage,1244,0,,NA,0,NA,860,,NA,0.690000,NA,1063,NA,0.850000,240
2000,11/4/2008,November,2008,91,Capitoland,1963,857,,NA,0.440000,NA,1306,,NA,0.670000,NA,1756,NA,0.890000,241
2000,11/4/2008,November,2008,92,Chavez,2513,1047,,NA,0.420000,NA,1784,,NA,0.710000,NA,2318,NA,0.920000,242
2000,11/4/2008,November,2008,93,Heritage,2469,435,,NA,0.180000,NA,1451,,NA,0.590000,NA,2104,NA,0.850000,243
2000,11/4/2008,November,2008,94,MPD West,893,370,,NA,0.410000,NA,598,,NA,0.670000,NA,777,NA,0.870000,244
2000,11/4/2008,November,2008,95,Falk,841,296,,NA,0.350000,NA,0,,NA,0,NA,727,NA,0.860000,245
2000,11/4/2008,November,2008,96,Falk,2117,968,,NA,0.460000,NA,0,,NA,0,NA,1837,NA,0.870000,246
2000,11/4/2008,November,2008,97,Ice Arena,462,160,,NA,0.350000,NA,0,,NA,0,NA,401,NA,0.870000,247
2000,11/4/2008,November,2008,98,Ice Arena,2411,757,,NA,0.310000,NA,0,,NA,0,NA,1999,NA,0.830000,248
2000,11/4/2008,November,2008,99,Elver Park,3794,1329,,NA,0.350000,NA,2568,,NA,0.680000,NA,3591,NA,0.950000,249
2000,11/4/2008,November,2008,100,High Point,2,1,,NA,0.500000,NA,2,,NA,1,NA,1,NA,0,250
2000,11/4/2008,November,2008,101,Alicia Ashman,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,0,251
2000,11/4/2008,November,2008,102,Heritage,245,435,,NA,1.780000,NA,237,,NA,0.970000,NA,378,NA,1.540000,252
2000,11/4/2008,November,2008,103,Heritage,0,0,,NA,#DIV/0!,NA,0,,NA,0,NA,0,NA,0,253
2000,11/4/2008,November,2008,104,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,0,NA,0,NA,0,254
2000,11/4/2008,November,2008,105,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,0,NA,3,NA,0,255
2000,11/4/2008,November,2008,106,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,256
2000,11/4/2008,November,2008,107,Elver Park,16,0,,NA,0,NA,0,,NA,0,NA,106,NA,6.630000,257
2000,11/4/2008,November,2008,108,Sandburg,106,43,,NA,0.410000,NA,98,,NA,0.920000,NA,140,NA,1.320000,258
2000,11/4/2008,November,2008,109,High Point,28,114,,NA,4.070000,NA,26,,NA,0.930000,NA,30,NA,1.070000,259
2000,11/4/2008,November,2008,110,The Jefferson,168,0,,NA,0,NA,0,,NA,0,NA,198,NA,1.180000,260
2000,11/4/2008,November,2008,111,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,0,NA,0,NA,0,261
2000,11/4/2008,November,2008,112,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,0,NA,0,NA,0,262
2000,11/4/2008,November,2008,112,The Jefferson,31,0,,NA,0,NA,0,,NA,0,NA,39,NA,1.260000,263
2000,11/4/2008,November,2008,113,High Point,10,0,,NA,0,NA,9,,NA,0.900000,NA,9,NA,0.900000,264
2000,11/4/2008,November,2008,114,Elver Park,16,0,,NA,0,NA,0,,NA,0,NA,51,NA,3.190000,265
2000,11/4/2008,November,2008,115,Kenndy,0,0,,NA,#DIV/0!,NA,0,,NA,0,NA,0,NA,0,266
2000,11/4/2008,November,2008,116,Dudgeon,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,267
2000,11/4/2008,November,2008,117,#6 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,268
2000,11/4/2008,November,2008,118,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,269
2000,11/4/2008,November,2008,119,The Jefferson,5,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,270
2000,11/4/2008,November,2008,120,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,271
2000,11/4/2008,November,2008,121,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,272
2000,11/4/2008,November,2008,122,Elver Park,21,16,,NA,0.760000,NA,22,,NA,1.050000,NA,20,NA,0.950000,273
2000,11/4/2008,November,2008,123,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,274
2000,11/4/2008,November,2008,124,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,275
2000,11/4/2008,November,2008,125,Elver Park,0,0,,NA,0,NA,0,,NA,0,NA,2,NA,0,276
2000,11/4/2008,November,2008,126,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,277
2000,11/4/2008,November,2008,127,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,278
2000,11/4/2008,November,2008,128,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,279
2000,11/4/2008,November,2008,129,The Jefferson,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,280
2000,11/4/2008,November,2008,130,Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,281
2000,11/4/2008,November,2008,131,Elvehjem,1,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,282
2000,11/4/2008,November,2008,132,Alicia Ashman,0,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,283
2000,11/4/2008,November,2008,133,Ntnl Guard,2,2,,NA,1,NA,2,,NA,1,NA,2,NA,1,284
2000,11/4/2008,November,2008,134,Ice Arena,0,0,,NA,0,NA,2395,,NA,0,NA,0,NA,0,285
2000,11/4/2008,November,2008,135,Chavez,7,0,,NA,0,NA,11,,NA,0,NA,10,NA,0,286
2000,11/4/2008,November,2008,136,New Beginnings,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,287
2000,11/4/2008,November,2008,137,Falk,4,12,,NA,3,NA,0,,NA,0,NA,14,NA,3.500000,288
2000,11/4/2008,November,2008,138,Sandburg,0,0,,NA,0,NA,2,,NA,0,NA,3,NA,0,289
2000,11/4/2008,November,2008,139,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,290
2000,11/4/2008,November,2008,140,Boys & Girls,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,291
2000,11/4/2008,November,2008,141,Alicia Ashman,3,0,,NA,0,NA,0,,NA,0,NA,1,NA,0,292
2000,11/4/2008,November,2008,142,Elver Park,5,0,,NA,0,NA,0,,NA,0,NA,14,NA,0,293
2000,11/4/2008,November,2008,143,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,294
2000,11/4/2008,November,2008,144,Black Hawk,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,295
2000,11/4/2008,November,2008,145,High Point,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,296
2000,2/17/2009,February,2009,1,Glendale,2758,35,,NA,0.010000,NA,87,,NA,0.030000,NA,171,NA,0.060000,297
2000,2/17/2009,February,2009,2,Lake City,2662,53,,NA,0.020000,NA,109,,NA,0.040000,NA,211,NA,0.080000,298
2000,2/17/2009,February,2009,3,Elvehjem,1418,27,,NA,0.020000,NA,76,,NA,0.050000,NA,136,NA,0.100000,299
2000,2/17/2009,February,2009,4,Elvehjem,1708,24,,NA,0.010000,NA,48,,NA,0.030000,NA,107,NA,0.060000,300
2000,2/17/2009,February,2009,131,Elvehjem,1,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,301
2000,2/17/2009,February,2009,5,Door Creek Church,2793,44,,NA,0.020000,NA,77,,NA,0.030000,NA,171,NA,0.060000,302
2000,2/17/2009,February,2009,5,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,303
2000,2/17/2009,February,2009,6,Kennedy,1701,36,,NA,0.020000,NA,79,,NA,0.050000,NA,131,NA,0.080000,304
2000,2/17/2009,February,2009,111,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,305
2000,2/17/2009,February,2009,115,Kenndy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,306
2000,2/17/2009,February,2009,139,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,307
2000,2/17/2009,February,2009,7,New Beginnings,1993,39,,NA,0.020000,NA,125,,NA,0.060000,NA,160,NA,0.080000,308
2000,2/17/2009,February,2009,136,New Beginnings,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,309
2000,2/17/2009,February,2009,8,American Family,2012,29,,NA,0.010000,NA,86,,NA,0.040000,NA,106,NA,0.050000,310
2000,2/17/2009,February,2009,9,American Family,1070,13,,NA,0.010000,NA,25,,NA,0.020000,NA,28,NA,0.030000,311
2000,2/17/2009,February,2009,10,LaFollette,1745,45,,NA,0.030000,NA,80,,NA,0.050000,NA,138,NA,0.080000,312
2000,2/17/2009,February,2009,11,Whitehorse,2656,66,,NA,0.020000,NA,148,,NA,0.060000,NA,207,NA,0.080000,313
2000,2/17/2009,February,2009,12,Hawthorne,1332,24,,NA,0.020000,NA,48,,NA,0.040000,NA,81,NA,0.060000,314
2000,2/17/2009,February,2009,13,Hawthorne,633,7,,NA,0.010000,NA,15,,NA,0.020000,NA,31,NA,0.050000,315
2000,2/17/2009,February,2009,14,MATC Commercial,1497,15,,NA,0.010000,NA,43,,NA,0.030000,NA,78,NA,0.050000,316
2000,2/17/2009,February,2009,15,Ntnl Guard,831,19,,NA,0.020000,NA,32,,NA,0.040000,NA,50,NA,0.060000,317
2000,2/17/2009,February,2009,21,Ntnl Guard,510,5,,NA,0.010000,NA,13,,NA,0.030000,NA,15,NA,0.030000,318
2000,2/17/2009,February,2009,133,Ntnl Guard,2,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,319
2000,2/17/2009,February,2009,16,Streets East,823,22,,NA,0.030000,NA,30,,NA,0.040000,NA,44,NA,0.050000,320
2000,2/17/2009,February,2009,16,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,321
2000,2/17/2009,February,2009,17,Streets East,1980,18,,NA,0.010000,NA,36,,NA,0.020000,NA,64,NA,0.030000,322
2000,2/17/2009,February,2009,17,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,323
2000,2/17/2009,February,2009,18,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,324
2000,2/17/2009,February,2009,118,Streets East,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,325
2000,2/17/2009,February,2009,18,Oakwood,1296,41,,NA,0.030000,NA,83,,NA,0.060000,NA,128,NA,0.100000,326
2000,2/17/2009,February,2009,19,Sandburg,2406,28,,NA,0.010000,NA,78,,NA,0.030000,NA,122,NA,0.050000,327
2000,2/17/2009,February,2009,20,Sandburg,594,8,,NA,0.010000,NA,15,,NA,0.030000,NA,27,NA,0.050000,328
2000,2/17/2009,February,2009,108,Sandburg,151,0,,NA,0,NA,2,,NA,0.010000,NA,2,NA,0.010000,329
2000,2/17/2009,February,2009,138,Sandburg,2,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,330
2000,2/17/2009,February,2009,22,Mendota,1310,27,,NA,0.020000,NA,65,,NA,0.050000,NA,122,NA,0.090000,331
2000,2/17/2009,February,2009,23,Mendota,1064,6,,NA,0.010000,NA,14,,NA,0.010000,NA,35,NA,0.030000,332
2000,2/17/2009,February,2009,24,Lindbergh,1586,28,,NA,0.020000,NA,72,,NA,0.050000,NA,117,NA,0.070000,333
2000,2/17/2009,February,2009,25,Black Hawk,3194,93,,NA,0.030000,NA,227,,NA,0.070000,NA,343,NA,0.110000,334
2000,2/17/2009,February,2009,143,Black Hawk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,335
2000,2/17/2009,February,2009,144,Black Hawk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,336
2000,2/17/2009,February,2009,26,Warner Park,354,3,,NA,0.010000,NA,12,,NA,0.030000,NA,14,NA,0.040000,337
2000,2/17/2009,February,2009,27,Warner Park,1907,41,,NA,0.020000,NA,84,,NA,0.040000,NA,119,NA,0.060000,338
2000,2/17/2009,February,2009,28,Warner Park,344,7,,NA,0.020000,NA,13,,NA,0.040000,NA,20,NA,0.060000,339
2000,2/17/2009,February,2009,29,Warner Park,364,6,,NA,0.020000,NA,29,,NA,0.080000,NA,36,NA,0.100000,340
2000,2/17/2009,February,2009,30,St Paul,1310,44,,NA,0.030000,NA,104,,NA,0.080000,NA,137,NA,0.100000,341
2000,2/17/2009,February,2009,31,Sherman,1260,25,,NA,0.020000,NA,77,,NA,0.060000,NA,69,NA,0.050000,342
2000,2/17/2009,February,2009,32,East High,2310,37,,NA,0.020000,NA,77,,NA,0.030000,NA,158,NA,0.070000,343
2000,2/17/2009,February,2009,33,Olbrich,3182,75,,NA,0.020000,NA,154,,NA,0.050000,NA,301,NA,0.090000,344
2000,2/17/2009,February,2009,34,O'Keeffe,3743,79,,NA,0.020000,NA,188,,NA,0.050000,NA,354,NA,0.090000,345
2000,2/17/2009,February,2009,35,Wil-Mar,2641,38,,NA,0.010000,NA,91,,NA,0.030000,NA,171,NA,0.060000,346
2000,2/17/2009,February,2009,36,MMB,833,7,,NA,0.010000,NA,16,,NA,0.020000,NA,30,NA,0.040000,347
2000,2/17/2009,February,2009,37,Tenney,2194,88,,NA,0.040000,NA,189,,NA,0.090000,NA,329,NA,0.150000,348
2000,2/17/2009,February,2009,38,Lapham,1976,56,,NA,0.030000,NA,127,,NA,0.060000,NA,228,NA,0.120000,349
2000,2/17/2009,February,2009,39,Gates of Heaven,3786,52,,NA,0.010000,NA,132,,NA,0.030000,NA,232,NA,0.060000,350
2000,2/17/2009,February,2009,40,Lowell Hall,3160,10,,NA,0,NA,47,,NA,0.010000,NA,82,NA,0.030000,351
2000,2/17/2009,February,2009,41,MATC  ,2655,12,,NA,0,NA,35,,NA,0.010000,NA,51,NA,0.020000,352
2000,2/17/2009,February,2009,42,#1 Fire Stn,4745,5,,NA,0,NA,14,,NA,0,NA,39,NA,0.010000,353
2000,2/17/2009,February,2009,43,Madison Library,2767,67,,NA,0.020000,NA,159,,NA,0.060000,NA,228,NA,0.080000,354
2000,2/17/2009,February,2009,44,Doyle,5940,32,,NA,0.010000,NA,70,,NA,0.010000,NA,128,NA,0.020000,355
2000,2/17/2009,February,2009,45,Gordon Commons,3497,30,,NA,0.010000,NA,145,,NA,0.040000,NA,274,NA,0.080000,356
2000,2/17/2009,February,2009,46,Memorial Library,4098,16,,NA,0,NA,64,,NA,0.020000,NA,127,NA,0.030000,357
2000,2/17/2009,February,2009,47,Memorial Union,2104,7,,NA,0,NA,27,,NA,0.010000,NA,68,NA,0.030000,358
2000,2/17/2009,February,2009,48,Porchlight,3376,14,,NA,0,NA,46,,NA,0.010000,NA,73,NA,0.020000,359
2000,2/17/2009,February,2009,49,Brittingham,1432,16,,NA,0.010000,NA,35,,NA,0.020000,NA,51,NA,0.040000,360
2000,2/17/2009,February,2009,50,St James,3804,51,,NA,0.010000,NA,108,,NA,0.030000,NA,191,NA,0.050000,361
2000,2/17/2009,February,2009,51,Trinity UMC,1380,16,,NA,0.010000,NA,39,,NA,0.030000,NA,83,NA,0.060000,362
2000,2/17/2009,February,2009,52,Bjarne Romnes,2297,45,,NA,0.020000,NA,115,,NA,0.050000,NA,189,NA,0.080000,363
2000,2/17/2009,February,2009,53,Boys & Girls,832,4,,NA,0,NA,11,,NA,0.010000,NA,28,NA,0.030000,364
2000,2/17/2009,February,2009,106,Boys & Girls,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,365
2000,2/17/2009,February,2009,140,Boys & Girls,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,366
2000,2/17/2009,February,2009,54,Bridge-Lake,1343,19,,NA,0.010000,NA,47,,NA,0.030000,NA,82,NA,0.060000,367
2000,2/17/2009,February,2009,55,MPD South,130,0,,NA,0,NA,2,,NA,0.020000,NA,4,NA,0.030000,368
2000,2/17/2009,February,2009,56,MPD South,1635,28,,NA,0.020000,NA,55,,NA,0.030000,NA,75,NA,0.050000,369
2000,2/17/2009,February,2009,56,Nghbrhd Interv,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,370
2000,2/17/2009,February,2009,57,#6 Fire Stn,912,6,,NA,0.010000,NA,19,,NA,0.020000,NA,27,NA,0.030000,371
2000,2/17/2009,February,2009,117,#6 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,372
2000,2/17/2009,February,2009,58,Leopold,680,1,,NA,0,NA,2,,NA,0,NA,22,NA,0.030000,373
2000,2/17/2009,February,2009,59,Leopold,1484,27,,NA,0.020000,NA,62,,NA,0.040000,NA,108,NA,0.070000,374
2000,2/17/2009,February,2009,60,1st Congregatnl,916,0,,NA,0,NA,3,,NA,0,NA,3,NA,0,375
2000,2/17/2009,February,2009,61,1st Congregatnl,3632,40,,NA,0.010000,NA,88,,NA,0.020000,NA,156,NA,0.040000,376
2000,2/17/2009,February,2009,62,Holt Commons,1618,4,,NA,0,NA,13,,NA,0.010000,NA,21,NA,0.010000,377
2000,2/17/2009,February,2009,63,Eagle Hts,975,6,,NA,0.010000,NA,14,,NA,0.010000,NA,33,NA,0.030000,378
2000,2/17/2009,February,2009,64,West High,2600,34,,NA,0.010000,NA,90,,NA,0.030000,NA,173,NA,0.070000,379
2000,2/17/2009,February,2009,65,Blessed Sacrament,1866,79,,NA,0.040000,NA,150,,NA,0.080000,NA,271,NA,0.150000,380
2000,2/17/2009,February,2009,66,Dudgeon,2183,60,,NA,0.030000,NA,139,,NA,0.060000,NA,214,NA,0.100000,381
2000,2/17/2009,February,2009,116,Dudgeon,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,382
2000,2/17/2009,February,2009,67,Thoreau,2789,67,,NA,0.020000,NA,184,,NA,0.070000,NA,295,NA,0.110000,383
2000,2/17/2009,February,2009,68,Head Start,1172,16,,NA,0.010000,NA,31,,NA,0.030000,NA,48,NA,0.040000,384
2000,2/17/2009,February,2009,69,Midvale,1787,45,,NA,0.030000,NA,137,,NA,0.080000,NA,233,NA,0.130000,385
2000,2/17/2009,February,2009,70,Hoyt,2129,60,,NA,0.030000,NA,158,,NA,0.070000,NA,233,NA,0.110000,386
2000,2/17/2009,February,2009,71,Hoyt,1290,36,,NA,0.030000,NA,72,,NA,0.060000,NA,105,NA,0.080000,387
2000,2/17/2009,February,2009,72,Van Hise,1729,113,,NA,0.070000,NA,202,,NA,0.120000,NA,358,NA,0.210000,388
2000,2/17/2009,February,2009,73,Hill Farm,2189,48,,NA,0.020000,NA,158,,NA,0.070000,NA,214,NA,0.100000,389
2000,2/17/2009,February,2009,74,Spring Harbor,2332,55,,NA,0.020000,NA,128,,NA,0.050000,NA,209,NA,0.090000,390
2000,2/17/2009,February,2009,75,Crestwood,2756,94,,NA,0.030000,NA,184,,NA,0.070000,NA,314,NA,0.110000,391
2000,2/17/2009,February,2009,76,Stephens,1298,51,,NA,0.040000,NA,116,,NA,0.090000,NA,189,NA,0.150000,392
2000,2/17/2009,February,2009,77,Stephens,931,19,,NA,0.020000,NA,124,,NA,0.130000,NA,205,NA,0.220000,393
2000,2/17/2009,February,2009,78,Muir,1724,52,,NA,0.030000,NA,103,,NA,0.060000,NA,197,NA,0.110000,394
2000,2/17/2009,February,2009,79,Jefferson,1138,30,,NA,0.030000,NA,78,,NA,0.070000,NA,120,NA,0.110000,395
2000,2/17/2009,February,2009,80,Jefferson,1023,6,,NA,0.010000,NA,12,,NA,0.010000,NA,19,NA,0.020000,396
2000,2/17/2009,February,2009,81,High Point,2134,49,,NA,0.020000,NA,110,,NA,0.050000,NA,173,NA,0.080000,397
2000,2/17/2009,February,2009,83,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,398
2000,2/17/2009,February,2009,100,High Point,1,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,399
2000,2/17/2009,February,2009,104,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,400
2000,2/17/2009,February,2009,105,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,401
2000,2/17/2009,February,2009,109,High Point,54,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,402
2000,2/17/2009,February,2009,112,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,403
2000,2/17/2009,February,2009,113,High Point,11,1,,NA,0.090000,NA,2,,NA,0.180000,NA,2,NA,0.180000,404
